experiment_id,feature,raw_abs_max,weight_mean,weighted_abs_max,weighted_to_raw_absmax_ratio,observation_half_life_mean,feature_half_life_mean,count,non_finite_count
A_n1,ask,116.49473096877539,0.9764420760917712,114.03620120615345,0.9788957857391772,1255057997.6748364,1255057997.6748364,925,0
A_n1,ask_size,3125.149267500932,0.9764420760917712,3059.098298787594,0.9788646995520452,1255057997.6748364,1255057997.6748364,925,0
A_n1,bid,116.46473096877538,0.9764420760917712,114.00683433258126,0.9788957857391772,1255057997.6748364,1255057997.6748364,925,0
A_n1,bid_size,2556.94030977349,0.9764420760917712,2502.8986080989407,0.9788646995520452,1255057997.6748364,1255057997.6748364,925,0
A_n1,delta_price,0.140421042223176,0.9764420760917712,0.140421042223176,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,directional_coherence_proxy,4.2870472535990585,0.9764420760917712,4.2870472535990585,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,directional_volume,1.9913438003912423,0.9764420760917712,1.9492561508748014,0.9788646995520452,1255057997.6748364,45.0,925,0
A_n1,effective_mass,257.2228352159435,0.9764420760917712,257.2228352159435,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,log_relative_volume,6.922984102227518,0.9764420760917712,6.922984102227518,1.0,1255057997.6748364,45.0,925,0
A_n1,perturbation_magnitude,350585063976.8153,0.9764420760917712,350585063976.8153,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,price,116.47973096877539,0.9764420760917712,114.02151776936736,0.9788957857391773,1255057997.6748364,1255057997.6748364,925,0
A_n1,price_acceleration,140421043670.4378,0.9764420760917712,140421043670.4378,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,price_velocity,140421.04222317602,0.9764420760917712,140421.04222317602,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,raw_volume,5682.089577274422,0.9764420760917712,5561.996906886535,0.9788646995520454,1255057997.6748364,45.0,925,0
A_n1,reinforcement,350592418335.1737,0.9764420760917712,350592418335.1737,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,relative_volume,1014.3453726593191,0.9764420760917712,1014.3453726593191,1.0,1255057997.6748364,45.0,925,0
A_n1,signal_density,4.2870472535990585,0.9764420760917712,4.2870472535990585,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,spread,0.030000000000001137,0.9764420760917712,0.030000000000001137,1.0,1255057997.6748364,1255057997.6748364,925,0
A_n1,volume_density,373965500093.44904,0.9764420760917712,373965500093.449,0.9999999999999999,1255057997.6748364,45.0,925,0
A_n1,volume_x_displacement,0.14166799310702044,0.9764420760917712,0.14166799310702044,1.0,1255057997.6748364,45.0,925,0
A_n1,volume_x_velocity,0.0,0.9764420760917712,0.0,nan,1255057997.6748364,45.0,925,0
A_n2,ask,116.49473096877539,0.9690351410055609,114.04281867750025,0.9789525906374913,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,ask_size,3125.149267500932,0.9690351410055609,3059.3542326475795,0.9789465944754804,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,bid,116.46473096877538,0.9690351410055609,114.01345009978112,0.9789525906374913,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,bid_size,2556.94030977349,0.9690351410055609,2503.1080085298377,0.9789465944754804,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,delta_price,0.140421042223176,0.9690351410055609,0.140421042223176,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,directional_coherence_proxy,4.2870472535990585,0.9690351410055609,4.2870472535990585,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,directional_volume,1.9913438003912423,0.9690351410055609,1.9494192318228671,0.9789465944754803,1.2623607373564994e+20,45.0,925,0
A_n2,effective_mass,257.2228352159435,0.9690351410055609,257.2228352159435,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,log_relative_volume,6.922984102227518,0.9690351410055609,6.922984102227518,1.0,1.2623607373564994e+20,45.0,925,0
A_n2,perturbation_magnitude,4.923012984773767e+22,0.9690351410055609,4.923012984773767e+22,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,price,116.47973096877539,0.9690351410055609,114.02813438864068,0.9789525906374912,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,price_acceleration,140421043670.4378,0.9690351410055609,140421043670.4378,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,price_velocity,140421.04222317602,0.9690351410055609,140421.04222317602,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,raw_volume,5682.089577274422,0.9690351410055609,5562.462241177416,0.9789465944754803,1.2623607373564994e+20,45.0,925,0
A_n2,reinforcement,4.9230126901730755e+22,0.9690351410055609,4.9230126901730755e+22,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,relative_volume,1014.3453726593191,0.9690351410055609,1014.3453726593191,1.0,1.2623607373564994e+20,45.0,925,0
A_n2,signal_density,4.2870472535990585,0.9690351410055609,4.2870472535990585,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,spread,0.030000000000001137,0.9690351410055609,0.030000000000001137,1.0,1.2623607373564994e+20,1.2623607373564994e+20,925,0
A_n2,volume_density,373965500093.44904,0.9690351410055609,373965500093.44904,1.0,1.2623607373564994e+20,45.0,925,0
A_n2,volume_x_displacement,0.14166799310702044,0.9690351410055609,0.14166799310702044,1.0,1.2623607373564994e+20,45.0,925,0
A_n2,volume_x_velocity,0.0,0.9690351410055609,0.0,nan,1.2623607373564994e+20,45.0,925,0
A_n3,ask,116.49473096877539,0.9764396854616265,114.0350392208103,0.9788858111649328,1.396511877862175e+31,1.396511877862175e+31,925,0
A_n3,ask_size,3125.149267500932,0.9764396854616265,3059.101514293001,0.9788657284646287,1.396511877862175e+31,1.396511877862175e+31,925,0
A_n3,bid,116.46473096877538,0.9764396854616265,114.00567264647536,0.9788858111649328,1.396511877862175e+31,1.396511877862175e+31,925,0
A_n3,bid_size,2556.94030977349,0.9764396854616265,2502.9012389670006,0.9788657284646287,1.396511877862175e+31,1.396511877862175e+31,925,0
A_n3,delta_price,0.140421042223176,0.9764396854616265,0.140421042223176,1.0,1.396511877862175e+31,1.396511877862175e+31,925,0
